PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,rank,query_id
3.978852684188245,2.0230917067077843,-9.062381448796565,-5.856865962116439,1.1266500387929983,3.636961747187911,-0.0541192265829331,-0.4691342164831731,-0.8883988035340062,0.4759947761868712,0.1246861728795341,1.3376069295166024,-0.14162896730147,-0.4508674799188356,-0.8198360132114625,-1.6552732804863266,1.551373288535959,0.1820414012593199,0.8152122136312242,-0.941752097429006,0,10
-0.0820626261765963,2.391076832484333,3.785331643442751,-1.0985357664525388,-2.0289724644076204,-0.3480924358725916,0.5470624599619173,0.6582466630909426,0.4637475723150435,0.005694701372937,-0.5044993692777738,-0.3441936200073838,2.330752226720527,0.5574084358829682,-0.2065012907584373,-0.7090234256566444,0.0161929043793388,-1.051950206892363,0.1936058186723197,0.3595385924593411,1,10
-2.5106850547263915,1.2993273103415268,2.1218737925381848,-0.6149937136316312,-1.6004746666909309,-0.7377377817847732,-0.524253288245115,1.2308284461724426,0.1217750255442487,0.2256667926595503,0.2061021781150571,0.5551599015014598,0.3137767474537185,0.6732078564924283,0.1684721380238706,-0.8892838107565595,0.4992660747278505,0.0546971868908781,0.7873858219681836,-0.1484148828929327,0,10
-0.0918639405601485,1.3058062711826433,3.652956222727942,-1.7455100776348915,-3.80995298947906,1.487720722277779,-0.8631381063392962,0.2666823787801476,1.3425560658049407,0.4269269136593148,0.348181244776267,-0.529533006432598,0.3303051031613254,-0.2044927813019474,0.0333850089702543,-0.1144313142739022,-0.0093599430453483,-0.4848086750223688,-0.2488544263744346,0.9421856732216132,1,10
2.964656164059578,3.126302320286447,0.2853286102815774,-3.7317935762639736,-2.619704202043896,1.3892789910671597,1.8003276230066982,1.8423951234511275,-1.1081399606864977,-0.0669131249757558,-0.1996099993715371,-1.7253897604690258,-1.1877978238202247,-1.859822979704606,0.656072936653413,0.2589248188005423,-0.3893892063526849,-0.1393402653479295,-0.9164457931882318,0.6471882253040183,2,10
2.1628209033142314,2.8050797288385314,0.746299328674249,-3.1467173496016607,-2.6480395558164758,0.5358843596389888,1.0559713311867067,1.9213698150530527,-0.9914689281576634,-0.1380854922099862,-0.0894203459329162,-2.644905013119036,-0.9365081588096454,-1.2978229627629805,0.8053161019552095,0.0468783387716855,-0.7335438276856393,-0.0418153314792425,-0.3392150926241729,0.8472392885031135,1,10
-1.573637431074682,0.7053491421987417,2.9121894418118366,-1.1741676442120237,-3.515345784050424,-0.9520705299704656,0.0037921301238456,0.5810685864122823,0.6110580009187008,0.6451352552174101,1.352780563354185,-1.570867046290124,-0.6501316308913538,-0.3936456323863355,-0.2614162966988307,-0.5433202380047364,0.6413443176275602,-0.3425564350316505,-0.2456172541379255,0.7870714954658042,1,10
-7.368245848064308,-2.2741424989320937,-1.5886640293270875,1.2637860423553842,1.3053680146190834,1.0091114614735264,0.4611984819864758,-3.1043181116050467,-0.3004285071107032,-0.0600459080520713,0.908751127749509,-1.708405986378336,0.108895975973148,-0.9888722587030944,-0.2048658411752499,0.3728259225691115,2.25517791570492,-0.2741543237914602,1.6669831325368227,0.3301234188987296,0,10
-5.730712888603385,-0.5462399542306278,0.0178123511945125,0.730981590395531,-0.4008983453077339,-0.3183260775897252,-0.0811236315166191,-1.5479888908907244,-1.1495338055031632,0.3162109370996139,1.683620676536622,-1.9448998396260693,-0.6054739978395449,-0.3322824377258934,0.7573456115703175,0.6430080419045506,-0.3359154951608519,-1.0830932621118627,-0.2760765379915151,0.2630193418984163,0,10
-4.052120096753104,-0.4597035574207181,0.8779439712636714,0.0016642424927296,-0.9950314052465196,0.3063863399092654,-2.8023138677186923,0.6675143040107742,-0.2833269931098709,0.7223573600285655,1.1627433371792937,2.089982181787457,-1.6224865435912097,-0.3933755399819456,0.35486630011818,0.3523098612418024,0.2205114450859456,-0.1164097691688664,-0.0121300730774938,0.269388222631144,0,10
0.3185685328848869,2.811561209212256,2.326373531335609,2.950624421824912,-3.0342368075262187,-1.4014909809943643,0.5046892525111648,1.3748011375456533,0.6323913104223645,-1.1019051544246188,0.844139892884091,-1.5223967197778971,0.179652684646478,1.7327308477336243,-1.26548378076696,0.1861250761094935,0.5098232412166622,0.6908619113685075,-0.2504694171762755,0.128505742127402,1,10
1.870861760293296,2.689756327728603,0.2150178840446975,-2.9998317117781483,-2.3209548562558453,-1.1375873583218044,1.4945418805214392,2.064979574127695,-0.5538187309800368,-0.1602818348128051,-0.5600358418506303,-2.2446351056413727,0.8062984217717324,-0.7380565257264271,0.6840153709084335,-0.0829943585510404,-0.3251001305912441,0.3837748657671364,0.299610022949007,0.3753414738624435,0,10
0.1257648037118526,1.6157944817656444,3.630115001846326,-1.7119645434798552,-3.826309683518245,-0.2776766219420196,-0.2121143326051373,0.9960590949144982,1.6848976318436617,0.0894478585059284,-0.3172605624244824,-1.809847585978784,1.9900051669528305,0.5947668006685383,0.5830115219943954,-0.3425287550184795,-0.1502656155356676,-0.204210288098537,0.8688935250764128,0.918595952902744,1,10
2.1341320863664905,3.431139423458142,0.791878890476677,-2.4231127591742565,-0.0068756256024488,0.2244334197696165,0.7140549023955766,1.3008404890314302,-1.564762450620763,-0.0562082262508258,-0.7587415485742194,0.4386245749464231,0.2879146590586159,-1.572300581572686,-1.015523406835816,-0.2864410785581373,-0.0249941400520635,0.0294792027745055,-0.7254598329488495,0.3113997242599639,0,10
-0.3900205575291293,1.3081421726043003,3.744394031568175,-1.3043186237549211,-3.12764121770279,-0.262372844022864,-0.4819761022318846,0.6442836480218438,0.9255890177575048,0.4372260273518892,0.5064394627298779,-1.197854973261067,-0.2468609502290736,-0.1944313903162837,-0.2046757331902935,-0.3851281015246944,-0.169925834141594,-0.4824190115197126,-0.2234779006147446,0.960227334755285,0,10
6.736269360321435,6.928449272918464,2.096168585711726,14.64046113920315,-2.753479042071074,-2.3151209277925253,1.7493142051868198,-0.7306283798823509,-0.3327608365464929,1.118353114332987,-0.1275767036063169,-1.664028515107403,1.6568340442601863,-1.2190444985099556,-1.2048523526412107,-3.578679218148468,-2.3342714743240065,1.6923667435533545,-1.3080324624559645,-1.008214541102023,0,10
2.150548044185733,2.9037866961605143,0.4237180856698771,-2.637212632269535,-1.3296184538347322,-1.223620366314922,0.5678175463516784,2.0365212013476297,-0.6998065441999676,-0.2139849856413941,-0.9503011442082976,-1.9148220952466324,1.094179334175558,-1.074222441931756,0.1431840104235855,0.0982741125863594,-0.6135637662292508,0.3136565711880414,0.1182830475419734,0.681308465109428,1,10
-5.876116219631708,-1.5432710685953002,-0.3914049481078025,0.7890330903261354,0.2283042671989115,0.6338113735125112,-1.0723972876498578,-1.4233617158609038,-0.3937994497922358,0.39823477708922,1.3154925612839683,-0.3326237585519802,-1.055410947043378,-0.8153038501081897,0.8792046300017168,1.0655197878099818,0.936087069610386,-1.124408914756608,0.0639224826461054,0.3700876294212362,0,10
4.233261114811868,3.0474934712763493,1.2012711246323082,7.664731872008713,-6.76147064579997,1.7143663611135262,-0.2128778886377588,0.5632150538683584,3.388235612383995,-3.693762866773981,1.9279738429882636,-1.2711771550624271,0.2986115121970628,0.6908462009922754,-0.3784459745870229,-0.6497251042789101,0.1592869073847582,1.211772166921384,0.649958283129394,1.0649780142671532,1,10
-1.5253730082655663,0.7210467481894025,2.79021928047431,-1.1827166251342422,-3.488796578791339,-0.9692279457459944,-0.0190643814138587,0.7544214109853029,0.8037780743847505,0.6069076271341334,0.9990141270184656,-0.8168412875750611,0.1289544406903807,-0.3649903861299241,-0.0818488556333089,-0.1990298728335625,0.5413471932519682,-0.6342302199635901,-0.3852087455877507,0.7707263622120317,1,10
-0.5848189432265574,1.0504019953316226,3.586966141263604,-1.419906340462265,-3.717197702117257,-0.5426806828912387,-0.2756491986092237,0.7620280334472174,1.068203443293567,0.5093516995116842,0.8904766294021157,-2.04911656477425,-0.5077336638121259,-0.1370058442441072,0.1245399689736345,-0.4066442052165939,-0.0538683234183759,-0.3681575643964376,0.0121315242921576,1.071055730040768,1,10
-1.2650181792221973,1.1057158040402095,2.8353165170103245,-1.234099403257481,-3.2575931791091373,-1.2741622271090514,0.1281038140908305,1.023038644533081,1.0722560966454744,0.3825787348189229,0.2893269660962169,-0.5774912483101721,1.1893165574789395,0.0269163659368995,-0.0759075083960528,-0.3906387348660844,0.6964562953380397,-0.3392974210511896,0.1052376490945709,0.5447334780415664,2,10
-1.5244751835566688,0.7065150403836378,2.716467689803819,-1.103981919055026,-3.495639150925468,-1.008620616010029,-0.0028635047989759,0.8068420277419404,0.716038572293786,0.6805850903751149,0.9984160596005824,-0.773045944595008,0.4501461823066679,-0.4184967859491972,0.0237472848897995,0.0079020656427412,0.4632523503441583,-0.8984304315656325,-0.3665635173202527,0.7847887458736037,4,10
-0.7216606860085168,1.3201585535996745,2.978887130870392,-1.31307066601173,-3.1938905740069443,-0.9001560008221776,0.0037001916509829,0.9185212227027326,1.1929783936704252,0.2462028994809715,-0.1530194637386729,-0.5667775971207322,1.8004853660781388,0.0890991700019477,-0.4061085836845508,-0.6188350468877674,0.7334005711398116,-0.0786874015227541,0.8420703026620939,0.5695950691033004,0,10
-0.0954888941869445,2.2972456626800075,4.225332843895901,-0.5388106422118365,-1.113178022172499,-1.4907277793811435,-0.5705038620067474,0.6923843348097003,-0.035884344228573,0.3204971054846368,0.0677872903363569,-1.0104363467563888,0.4314288036542358,-0.1161700080783632,-0.4329032160784119,-0.2355741780136727,-0.6069854468442284,-0.7996807578543474,-0.3571144198381569,0.6347665689070995,4,10
-7.374711066280037,-2.206562818521947,-1.570553769152359,1.2148520470584283,1.3405908662360546,1.1751849531861542,0.5128916044540779,-3.1765901357749344,-0.2549243175835983,-0.0843293355913178,0.7938331731686715,-1.6944145364768872,-0.1410154228864894,-0.9086453143891036,-0.7216673429757019,-0.2187379976129825,2.7455411840781645,0.553330256173505,2.2174248923574917,0.0255522286447156,0,10
-4.611118811153788,-0.3078459018332184,0.8154571688464308,0.2484215301610439,-0.9660644126065184,0.4589295592836473,0.3492206331815194,-1.1480758883514843,-0.5284380892761783,0.303485655112006,1.4615669628755643,-1.9772108114275144,-0.6316778063293452,-0.5222712788266537,0.5035543345823931,0.3320663915877024,-0.118776848281235,-1.764560801466746,-0.0103394605344788,0.787089904076969,0,10
-7.602085083576257,-1.801584682150748,-1.54943514766165,1.4913325257889702,1.746033543685522,-0.2156939481889085,0.5632915812085003,-3.1843031991481894,-0.7842116783728886,-0.2936972777468264,0.2759832112483748,-1.7824919678526487,0.984056659196874,0.0066229170812668,-0.4701744738789252,0.0319386470776184,0.7430385084746546,1.683988889474669,0.4266813190376007,-1.0884592050954165,0,10
-4.0454342520365785,-0.5246828419722325,0.957463832717366,0.0544378338649189,-0.9990342018019824,0.3284141951333694,-2.87789018516985,0.6172342737672447,-0.4072609958342775,0.7813934849938051,1.3955953467709563,1.887443749322804,-2.0104811535626568,-0.4934688375970731,0.4555212139102854,0.490911019739678,-0.0201788367434577,-0.3668761502893111,-0.2853635719664723,0.3943127236994442,1,10
0.8079762268323459,2.771676205482946,-0.3227580747299332,-2.5624745080823064,-2.032928911676737,-2.8569103965743423,1.7818077729503727,1.5309572538555516,-1.6256844271667346,-0.223144663779036,-0.3182717455295076,-3.2329709330799443,1.579990269248652,-0.0087547884507305,0.5131315839215005,-0.2372834380758006,-1.5993388990187662,2.1653153181376106,-0.9739299939993896,-0.9862031379399396,0,10
0.8920215067687776,1.9531950605385973,-0.6171171520456559,-2.824305552052529,-1.843514719450415,-0.3117790725634755,0.683841735137853,1.9609464125185487,-0.7434610512066069,0.2201579596082957,-0.0891387207926567,-0.1486681946944407,-0.7727633948621242,-1.9246185388132568,-0.4746056491833706,-0.0407551329993259,0.7283541123426686,0.5747955003085932,-0.766683999114053,0.5168409248902296,0,10
